ID,BUS_ID,CAPACITY,CATEGORY,LONGITUDE,LATITUDE,MB_SYMBOL,NAME_ENG,NAME_NAT,SYMBOL,TSO,VISIBLE
270,99,550,1,22.346191,37.335224,fossil_brown_lignite,Megalopoli A, ,Brown coal/Lignite,,-1
769,2635,2427,,12.480469,51.316881,fossil_brown_lignite,Lippendorf, ,Brown coal/Lignite,50Hertz Transmission GmbH,1
271,221,85,,21.291504,41.845013,hydro_ror,Kozjak, ,Hydro run of river & pondage,,1
770,2636,900,,11.942139,51.392351,fossil_brown_lignite,Schkopau, ,Brown coal/Lignite,Amprion,1
272,223,96,,21.895752,41.50035,hydro_ror,Tikves, ,Hydro run of river & pondage,,1
273,222,112,,21.192627,41.541478,fossil_brown_lignite,Oslomej, ,Brown coal/Lignite,,1
771,2637,564,,12.930908,52.462704,fossil_coal_hard,Reuter West, ,Hard coal,50Hertz Transmission GmbH,1
274,221,250,,21.621094,41.95132,fossil_coal_gas,TE-TO, ,Fossil gas,,1
772,5829,444,,13.282471,52.281602,fossil_coal_gas,Mitte, ,Fossil gas,50Hertz Transmission GmbH,1
275,222,84,,20.566406,41.50035,hydro_ror,Spilje, ,Hydro run of river & pondage,,1
276,463,450,,28.619385,40.996484,fossil_coal_gas,Ambarli-B, ,Fossil gas,,1
773,2990,1653,,12.030029,54.143132,fossil_coal_hard,Rostock, ,Hard coal,50Hertz Transmission GmbH,1
277,386,204,,41.19873,39.189691,hydro_pure_storage,Alparslan-2 HES, ,Hydro pure storage,,1
278,464,290,,31.508789,39.35129,fossil_brown_lignite,Yunusemre TES, ,Brown coal/Lignite,,1
774,2757,2073,,7.17407200000001,53.343993,fossil_brown_lignite,Emden, ,Brown coal/Lignite,Amprion,1
279,354,750,,26.982422,38.796908,fossil_coal_gas,Aliağa TES, ,Fossil gas,,1
280,364,270,,31.728516,40.622292,fossil_brown_lignite,Aksa Bolu TES, ,Brown coal/Lignite,,1
775,2754,1329,,7.17407200000001,52.476089,nuclear,Emsland, ,Nuclear,Amprion,1
281,364,74,,31.92627,40.805494,hydro_ror,Köprübaşi HES, ,Hydro run of river & pondage,,1
776,2754,1860,,7.207031,52.522906,fossil_coal_gas,Emsland, ,Fossil gas,Amprion,1
282,356,124,,29.432373,37.352693,hydro_pure_storage,Zorlu Acipayam HES, ,Hydro pure storage,,1
777,5978,4437,,6.37207,50.771208,fossil_brown_lignite,Weisweiler, ,Brown coal/Lignite,Amprion,1
283,389,66,,39.199219,40.580585,hydro_ror,Burçak I-II HES, ,Hydro run of river & pondage,,1
284,389,187,,39.49585,40.663973,hydro_pure_storage,Akköy-II HES, ,Hydro pure storage,,1
778,2682,3680,,6.42700200000001,50.993014,fossil_brown_lignite,Niederaußem, ,Brown coal/Lignite,Amprion,1
285,433,62,,38.572998,40.680638,hydro_pure_storage,Kozbükü HES, ,Hydro pure storage,,1
286,450,60,,41.660156,40.888601,hydro_pure_storage,Olur HES, ,Hydro pure storage,,1
779,2692,2200,,6.448975,51.062113,fossil_brown_lignite,Neurath, ,Brown coal/Lignite,Amprion,1
287,388,123,,42.198486,40.805494,hydro_pure_storage,Ayvali HES, ,Hydro pure storage,,1
780,2693,2400,,6.52587899999999,51.138001,hydro_pure_ps,Frimmersdorf, ,Hydro pure pump storage,Amprion,1
288,428,160,,39.594727,39.859155,hydro_pure_storage,Kemah HES, ,Hydro pure storage,,1
781,2661,750,,7.163086,49.482401,fossil_brown_lignite,Bexbach, ,Brown coal/Lignite,Amprion,1
289,428,170,,39.660645,39.740986,hydro_pure_storage,Eriç HES, ,Hydro pure storage,,1
782,2673,876,,8.20678699999999,49.001844,fossil_coal_hard,Karlsruhe RDK 8, ,Hard coal,EnBW,1
783,2842,870,,8.404541,49.389524,fossil_coal_hard,GKM 9, ,Hard coal,EnBW,1
290,382,300,,39.814453,38.993572,hydro_pure_storage,Beyhani-II, ,Hydro pure storage,,1
784,2676,1483,,8.261719,49.958288,fossil_coal_gas,Mainz, ,Fossil gas,Amprion,1
291,465,293,,40.144043,39.061849,hydro_pure_storage,Beyhani-I, ,Hydro pure storage,,1
785,2894,160,,9.766846,50.028917,hydro_pure_ps,Langenprozelten, ,Hydro pure pump storage,Amprion,1
292,449,216,,41.879883,38.08269,hydro_pure_storage,Pervari HES, ,Hydro pure storage,,1
786,2895,1275,,10.107422,50.000678,nuclear_cons,Grafenrheinfeld, ,"Nuclear, under construction",Amprion,1
293,419,121,,41.341553,37.961523,hydro_pure_storage,Incir HES, ,Hydro pure storage,,1
787,2824,772,,11.260986,48.821333,fossil_coal_gas,Ingolstadt, ,Fossil gas,Amprion,1
294,395,315,,37.397461,38.298559,hydro_pure_storage,Kandil HES, ,Hydro pure storage,,1
788,2819,2227,,11.447754,48.734455,fossil_coal_gas,Irsching, ,Fossil gas,Amprion,1
295,466,635,,36.156006,36.465472,fossil_coal_hard,Atlas Enerji, ,Hard coal,,1
789,2826,449,,11.645508,48.523881,fossil_brown_lignite,Zolling, ,Brown coal/Lignite,,1
296,479,85,,35.771484,37.570705,hydro_pure_storage,Enerjisa Menge HES, ,Hydro pure storage,,1
790,2821,-1,,11.304932,48.085419,other_nl,Oberbrunn, ,Other or not listed,,1
791,2807,1284,,10.513916,48.56025,nuclear,Gundremmingen B, ,Nuclear,Amprion,1
297,479,78,,35.738525,37.431251,hydro_pure_storage,Kozan HES, ,Hydro pure storage,,1
792,2835,694,,13.161621,48.683708,other_nrenew_cons,Pleinting, ,"Fossil fuel, under construction",Amprion,1
298,480,181,,34.936523,37.71859,hydro_pure_storage,Kavşakbendi HES, ,Hydro pure storage,,1
793,6655,72.900002,,13.249512,48.407326,hydro_ror,Ering, ,Hydro run of river & pondage,E.ON Netz GmbH,1
299,418,56,,34.716797,37.26531,hydro_ror,Kadıncık 2 HES, ,Hydro run of river & pondage,,1
794,2639,86.400002,,13.447266,48.57479,hydro_ror,Passau, ,Hydro run of river & pondage,,1
300,354,450,,27.059326,38.882481,fossil_coal_gas,Habas, ,Fossil gas,,1
795,2835,-1,,13.216553,48.56752,hydro_ror,Kachlet, ,Hydro run of river & pondage,,1
301,467,310,,26.861572,38.754083,fossil_coal_hard,İzdemir TES, ,Hard coal,,1
796,2639,132,,13.656006,48.494768,hydro_ror,Jochenstein, ,Hydro run of river & pondage,,1
302,421,600,,34.387207,41.853196,fossil_coal_hard,Çaylı TES, ,Hard coal,,1
797,2970,296,,13.249512,52.106505,fossil_coal_gas,Thyrow, ,Fossil gas,50Hertz Transmission GmbH,1
303,421,1000,,34.991455,41.672912,fossil_coal_hard,Gerze TES, ,Hard coal,,1
798,2926,306,,10.942383,52.382306,fossil_brown_lignite,Wolfsburg, ,Brown coal/Lignite,Amprion,1
304,421,1600,,34.771729,41.885921,fossil_coal_hard,Sinop TES, ,Hard coal,,1
799,2910,272,,9.70092800000001,52.422523,fossil_brown_lignite,Stöcken, ,Brown coal/Lignite,Amprion,1
305,468,900,,29.4104,40.86368,fossil_coal_gas,Yeni Enerji, ,Fossil gas,,1
800,2736,140,,8.07495099999999,51.193115,hydro_pure_ps,Rönkhausen, ,Hydro pure pump storage,Amprion,1
306,469,850,,30.19043,37.116526,fossil_coal_gas,Aksa Antalya DGKCS, ,Fossil gas,,1
801,2744,73,,7.437744,51.303145,hydro_ror,Ering, ,Hydro run of river & pondage,Amprion,1
307,76,82,,32.585449,34.786739,wind,Orites, ,Wind farm,,1
802,2750,888,,8.19580100000001,51.672555,fossil_brown_lignite,Lippborg, ,Brown coal/Lignite,Amprion,1
308,72,31.5,,33.475342,34.957995,wind,Alexigros, ,Wind farm,,1
803,2702,1182,,7.866211,51.658927,fossil_coal_gas,Gersteinwerk, ,Fossil gas,Amprion,1
309,470,430,,27.58667,41.845013,fossil_coal_gas_cons,Sedko DGKÇ, ,"Fossil gas, under construction",,1
804,2702,1110,,7.69043,51.75424,fossil_coal_gas,Werne-Stockum, ,Fossil gas,Amprion,1
310,471,890,,27.454834,41.746726,fossil_coal_gas_cons,Verbena, ,"Fossil gas, under construction",,1
805,2749,330,,7.470703,51.549751,fossil_brown_lignite,Dortmund, ,Brown coal/Lignite,Amprion,1
311,475,250,,29.586182,40.78886,fossil_coal_gas,Ova Elk., ,Fossil gas,,1
806,2732,1330,,7.17407200000001,51.665741,fossil_brown_lignite,Kusenhorst, ,Brown coal/Lignite,Amprion,1
807,2719,1990,,6.95434600000001,51.529251,fossil_brown_lignite,Scholven, ,Brown coal/Lignite,Amprion,1
312,476,600,,27.158203,40.170479,fossil_coal_hard,Bekirli TES, ,Hard coal,,1
808,2722,-1,,6.756592,51.392351,other_nl,Selbeck, ,Other or not listed,,1
313,6698,1156,,27.290039,41.599013,fossil_coal_gas,Hamitabat, ,Fossil gas,,1
809,2818,-1,,11.678467,47.886881,hydro_pure_ps,Leitzachwerk, ,Hydro pure pump storage,,1
810,2818,-1,,12.106934,47.813155,hydro_ror,Rosenheim, ,Hydro run of river & pondage,,1
314,6652,301,,41.616211,41.409776,hydro_pure_storage,Borçka Sant, ,Hydro pure storage,,1
811,4309,-1,,12.084961,47.739323,hydro_ror,Nußdorf, ,Hydro run of river & pondage,,1
315,407,160,,33.398438,36.208823,nuclear_cons,Akkuyu NGS, ,"Nuclear, under construction",,1
812,2654,240,,8.05297900000001,47.724545,hydro_mixed,Witznau, ,Hydro mixed pump storage,Amprion/EnBW,1
316,103,90,2,21.30249,38.882481,wind,WF-2,WF-2,Wind farm,,-1
813,2654,120,,8.02001999999999,47.791016,hydro_mixed,Häusern, ,Hydro mixed pump storage,Amprion/EnBW,1
317,119,170,2,22.214355,38.022131,wind,WF-9,WF-9,Wind farm,,-1
814,2640,980,,7.877197,47.709762,hydro_pure_ps,Wehr, ,Hydro pure pump storage,EnBW,1
318,500,250,,19.445801,41.8941,hydro_pure_storage,Asphat, ,Hydro pure storage,,1
815,2832,-1,,12.348633,48.100095,hydro_ror,Töging, ,Hydro run of river & pondage,,1
319,549,24,,20.489502,41.918629,hydro_ror,Bele, ,Hydro run of river & pondage,,1
816,2860,578,,8.90991200000001,51.041394,hydro_pure_ps,Waldeck, ,Hydro pure pump storage,Amprion,1
817,3034,1045,,12.974854,50.555325,hydro_pure_ps,Markersbach, ,Hydro pure pump storage,50Hertz Transmission GmbH,1
320,88,23,,20.203857,40.971604,hydro_pure_storage_cons,Banje, ,"Hydro pure storage, under construction",,1
818,5829,276,,13.051758,52.234528,fossil_coal_hard,Wilmersdorf, ,Hard coal,50Hertz Transmission GmbH,1
819,3003,313,,9.20654300000001,48.661943,fossil_coal_hard,Altbach, ,Hard coal,EnBW,1
820,2802,118,,9.31640599999999,49.21042,fossil_coal_hard,Heilbronn 5, ,Hard coal,EnBW,1
821,3007,720,,7.70141600000001,52.315195,fossil_brown_lignite,Ibbenbüren, ,Brown coal/Lignite,Amprion,1
822,3013,1052,,11.052246,50.408518,hydro_pure_ps,Goldisthal, ,Hydro pure pump storage,50Hertz Transmission GmbH,1
823,5906,-1,,13.304443,53.839564,wind,Windpark Iven, ,Wind farm,,1
824,3020,229,,12.293701,53.383328,wind,Windpark Putlitz, ,Wind farm,50Hertz Transmission GmbH,1
825,3019,279,,13.656006,53.219191,wind,Windpark Bertikow, ,Wind farm,50Hertz Transmission GmbH,1
826,3023,2790,,14.60083,51.727028,fossil_brown_lignite,Jänschwalde, ,Brown coal/Lignite,50Hertz Transmission GmbH,1
827,3024,1500,,14.205322,51.501904,fossil_brown_lignite,Schwarze Pumpe, ,Brown coal/Lignite,50Hertz Transmission GmbH,1
828,3025,2427,,14.677734,51.296276,fossil_brown_lignite,Boxberg, ,Brown coal/Lignite,50Hertz Transmission GmbH,1
829,3026,182,,13.161621,51.68618,wind,Windpark Schönewalde, ,Wind farm,50Hertz Transmission GmbH,1
830,3037,1760,,7.52563500000001,47.842658,nuclear,Fessenheim, ,Nuclear,,1
831,3039,1532,,9.99755900000001,53.494582,fossil_coal_hard,Moorburg, ,Hard coal,50Hertz Transmission GmbH,1
832,5890,-1,,7.13012700000001,54.02068,wind_cons,DolWin beta, ,"Wind farm, under construction",,1
833,5889,-1,,6.723633,53.87844,wind_cons,DolWin alpha, ,"Wind farm, under construction",,1
834,5887,-1,,7.94311499999999,54.278055,wind_cons,HelWin alpha, ,"Wind farm, under construction",,1
835,5894,400,,6.73461900000001,54.303704,wind,BorWin alpha, ,Wind farm,Amprion,1
836,5895,-1,,7.75634799999999,54.977614,wind_cons,SylWin alpha, ,"Wind farm, under construction",,1
837,3044,-1,,12.546387,54.57843,wind,Baltic 1, ,Wind farm,50Hertz Transmission GmbH,1
838,3052,-1,,25.587158,56.613931,hydro_ror,Plavinu HES,Pļaviņu HES,Hydro run of river & pondage,,1
839,3050,-1,,23.741455,56.788845,hydro_ror,Rigas HES,Rīgas HES,Hydro run of river & pondage,,1
840,3048,-1,,24.082031,57.046706,fossil_coal_gas,Rigas TEC 1,RīgasTEC 1,Fossil gas,,1
841,5987,-1,,24.257812,56.992883,fossil_coal_gas,Rigas TEC 2,Rīgas TEC 2,Fossil gas,,1
842,3051,-1,,24.686279,56.601838,hydro_ror,Keguma HES,Ķeguma HES,Hydro run of river & pondage,,1
843,3066,160,1,22.29126,56.26166,fossil_oil,Mažeikių E,Mažeikių E,Fossil oil,,-1
321,514,23,,20.412598,40.946714,hydro_pure_storage_cons,Kokel, ,"Hydro pure storage, under construction",,1
844,3061,170,1,23.631592,54.895565,fossil_oil,Kauno E, ,Fossil oil,,-1
845,3061,101,2,24.038086,54.939766,hydro_ror,Kauno HE, ,Hydro run of river & pondage,,-1
322,513,23,,20.511475,40.747257,hydro_pure_storage_cons,Moglice, ,"Hydro pure storage, under construction",,1
846,3071,372,1,24.993896,54.565693,fossil_oil,Vilniaus E, ,Fossil oil,,-1
323,518,635,,35.639648,38.427774,fossil_brown_lignite,Tufanbeyli, ,Brown coal/Lignite,,1
847,3064,900,1,24.082031,54.76267,power_plus_sub,Kruonio HAE, ,Substations + Power Plants,,-1
324,482,140,,39.869385,37.116526,fossil_coal_gas,Odaş DG., ,Fossil gas,,1
848,3070,1800,1,24.763184,54.863963,power_plus_sub,Lietuvos E, ,Substations + Power Plants,,-1
325,539,-1,,2.05444300000001,41.418015,power_plus_sub,Barcelona area, ,Substations + Power Plants,,1
849,3064,900,1,24.191895,54.667478,hydro_pure_ps,Kruonio HAE, ,Hydro pure pump storage,,-1
326,539,-1,,2.01049800000001,41.302571,other_nl,L'Hospitalet, ,Other or not listed,,1
850,3070,1800,1,24.543457,54.895565,other_nl,Lietuvos E, ,Other or not listed,,-1
327,539,-1,,2.23022499999999,41.467428,other_nl,Santa Coloma, ,Other or not listed,,1
328,547,271,,4.22973599999999,39.968701,other_nl,Mahon, ,Other or not listed,,1
851,3074,-1,-1,23.884277,54.386955,converter_b2b,BtB, ,Converter Station Back-to-back,,1
329,549,500,,20.302734,41.975827,hydro_ror,Peshqesh, ,Hydro run of river & pondage,,1
330,649,0,0,6.888428,36.870832,fossil_mixed,SKS, ,Mixed fuels, ,1
852,3059,50,2,21.412354,55.955351,wind,Benaičių VE,Benaičių VE,Wind farm,,-1
331,1078,240,,-7.426758,38.195022,hydro_mixed,Alqueva, ,Hydro mixed pump storage,,1
853,5754,30,2,21.928711,55.304138,wind,Kreivėnų VE,Kreivėnų VE,Wind farm,,-1
332,1039,0,0,35.15625,29.353452,other_nl,Aqaba, ,Other or not listed, ,1
333,1039,0,0,35.244141,29.353452,other_nrenew_cons,Aqaba, ,"Fossil fuel, under construction", ,1
854,3084,1096,,5.98754899999999,50.021858,hydro_pure_ps,Vianden, ,Hydro pure pump storage,,1
334,1041,0,0,35.650635,31.25977,other_nl,Karak, ,Other or not listed, ,1
855,3089,600,,13.809814,66.709513,hydro_pure_storage,Svartisen, ,Hydro pure storage,,1
335,1042,0,0,35.529785,31.194008,other_nl,Ghor Safi, ,Other or not listed, ,1
336,1082,0,0,36.177979,31.868228,other_nl,Amman East, ,Other or not listed, ,1
856,3090,500,,14.194336,66.284537,hydro_pure_storage,Rana, ,Hydro pure storage,,1
337,1045,0,0,35.81543,31.802893,other_nl,Amman South, ,Other or not listed, ,1
857,3092,128,,12.755127,65.201468,hydro_pure_storage,Kolsvik, ,Hydro pure storage,,1
338,1066,0,0,36.265869,32.259265,other_nl,Samra, ,Other or not listed, ,1
339,1051,0,0,35.793457,32.519026,other_nl,Irbid, ,Other or not listed, ,1
858,3093,176,,12.799072,64.713188,hydro_pure_storage,Tunnsjødal, ,Hydro pure storage,,1
340,1051,0,0,35.793457,32.472695,other_nl_cons,Irbid, ,"Other or not listed, under construction", ,1
859,3103,82,,9.602051,63.059937,hydro_pure_storage,Grana, ,Hydro pure storage,,1
341,1030,0,0,36.276855,32.054645,other_nl,Zarqa, ,Other or not listed, ,1
342,993,0,0,36.452637,33.201924,other_nl,Deir Ali, ,Other or not listed, ,1
860,3106,290,,8.481445,62.679186,hydro_pure_storage,Aura, ,Hydro pure storage,,1
343,1028,0,0,36.804199,33.376412,other_nl,Tishreen, ,Other or not listed, ,1
861,3108,140,,6.097412,61.233245,hydro_pure_storage,Høyanger, ,Hydro pure storage,,1
344,991,0,0,36.903076,33.806538,other_nl,Nasryieh, ,Other or not listed, ,1
862,3110,91,,6.61376999999999,61.042332,hydro_pure_storage,Refsdal, ,Hydro pure storage,,1
345,972,0,0,36.968994,34.533712,other_nl,Jander, ,Other or not listed, ,1
863,3113,90,,7.437744,61.291349,hydro_pure_storage,Årøy, ,Hydro pure storage,,1
346,974,0,0,36.551514,34.615127,other_nl,Qatteneh, ,Other or not listed, ,1
864,3111,270,,7.734375,61.517456,hydro_pure_storage,Skagen-Fortun, ,Hydro pure storage,,1
347,979,0,0,35.90332,35.128894,other_nl_cons,Banias, ,"Other or not listed, under construction", ,1
865,3112,110,,7.437744,61.449271,hydro_pure_storage,Leirdøla, ,Hydro pure storage,,1
348,979,0,0,35.914307,35.227672,other_nl,Banias, ,Other or not listed, ,1
866,3112,290,,7.41577099999999,61.569805,hydro_pure_storage,Jostedal, ,Hydro pure storage,,1
349,985,0,0,36.573486,34.966999,other_nl,Zara, ,Other or not listed, ,1
867,3116,140,,7.39379900000001,60.99975,hydro_pure_storage,Aurland 2, ,Hydro pure storage,,1
350,984,0,0,36.540527,35.317366,other_nl,Mehrade, ,Other or not listed, ,1
868,3117,300,,7.45971699999999,60.930432,hydro_mixed,Aurland 3, ,Hydro mixed pump storage,,1
351,963,0,0,36.254883,35.666222,other_nl,Zyzoun, ,Other or not listed, ,1
869,3118,840,,7.21801800000001,60.951777,hydro_pure_storage,Aurland 1, ,Hydro pure storage,,1
352,226,0,0,37.836914,36.261992,other_nl,G, ,Other or not listed, ,1
870,3120,212,,7.88818400000001,61.047651,hydro_pure_storage,Borgund, ,Hydro pure storage,,1
871,3121,150,,5.965576,60.834204,hydro_pure_storage,Steinsland, ,Hydro pure storage,,1
353,1014,0,0,38.287354,36.447799,other_nl,Tishreen Hyd., ,Other or not listed, ,1
872,3126,141,,5.84472700000001,60.662415,hydro_pure_storage,Dale, ,Hydro pure storage,,1
354,976,0,0,38.583984,36.013561,hydro_mixed,Thawra, ,Hydro mixed pump storage, ,1
873,3127,333,,6.097412,60.662415,hydro_pure_storage,Evanger, ,Hydro pure storage,,1
355,1029,0,0,38.924561,35.737595,hydro_mixed,Baath, ,Hydro mixed pump storage, ,1
874,3128,250,,6.29516600000001,60.119619,hydro_pure_storage,Mauranger, ,Hydro pure storage,,1
356,1009,0,0,39.946289,35.335293,hydro_mixed,Taiym, ,Hydro mixed pump storage, ,1
875,3129,200,,6.80053699999999,60.15791,hydro_pure_storage,Oksla, ,Hydro pure storage,,1
357,1009,0,0,39.847412,35.362176,hydro_mixed_cons,Taiym, ,"Hydro mixed pump storage, under construction", ,1
876,3130,180,,6.70165999999999,60.06484,hydro_pure_storage,Tysso, ,Hydro pure storage,,1
358,1024,0,0,42.1875,37.002553,other_nl,Swedieh, ,Other or not listed, ,1
877,3131,1120,,7.23998999999999,60.484292,hydro_pure_storage,Eidfjord, ,Hydro pure storage,,1
359,1044,0,0,36.199951,31.203405,other_nl,Qatrana, ,Other or not listed, ,1
878,3132,-1,,7.88818400000001,60.630102,hydro_pure_storage,unknown, ,Hydro pure storage,,1
360,1092,0,0,35.90332,32.324276,other_nl,Rehab, ,Other or not listed, ,1
879,3133,-1,,8.085938,60.667797,hydro_pure_storage,unknown, ,Hydro pure storage,,1
361,588,0,0,12.755127,32.814978,other_nl, , ,Other or not listed, ,1
880,3134,70,,8.31665,60.871661,hydro_pure_storage,Heimsil 1, ,Hydro pure storage,,1
362,557,0,0,20.093994,30.902225,other_nl,Zwitina, ,Other or not listed, ,1
881,3135,96,,8.69018599999999,60.796704,hydro_pure_storage,Heimsil 2, ,Hydro pure storage,,1
363,875,0,0,22.774658,32.731841,other_nl,Derna, ,Other or not listed, ,1
882,3136,280,,8.756104,60.592362,hydro_pure_storage,Nes, ,Hydro pure storage,,1
364,884,0,0,23.917236,32.129105,other_nl,Tubrak, ,Other or not listed, ,1
883,3137,200,,9.03076200000001,60.234357,hydro_pure_storage,Nore 1, ,Hydro pure storage,,1
365,890,0,0,16.270752,31.240985,other_nl_cons,Gulf, ,"Other or not listed, under construction", ,1
884,3143,350,,6.108398,59.872398,hydro_pure_storage,Blåfalli, ,Hydro pure storage,,1
366,728,0,0,21.467285,27.5375,other_nrenew_cons,Srir West, ,"Fossil fuel, under construction", ,1
597,1499,149,,-7.646484,40.888601,wind,Douro Sul, ,Wind farm,,1
367,894,0,0,13.809814,32.759562,other_nl, , ,Other or not listed, ,1
368,557,0,0,20.148926,30.996446,other_nl_cons,Zwitina, ,"Other or not listed, under construction", ,1
369,863,0,0,20.137939,32.249974,other_nl,Bengazi North, ,Other or not listed, ,1
370,863,0,0,20.214844,32.287133,other_nl_cons,Bengazi North, ,"Other or not listed, under construction", ,1
371,574,0,0,15.303955,32.287133,other_nl_cons,Misurata Steel, ,"Other or not listed, under construction", ,1
372,572,0,0,15.270996,32.342841,other_nl,Misurata Steel, ,Other or not listed, ,1
373,894,0,0,13.897705,32.731841,other_nl_cons, , ,"Other or not listed, under construction", ,1
374,849,0,0,14.677734,32.472695,other_nrenew_cons,Tripoli, ,"Fossil fuel, under construction", ,1
375,875,0,0,22.873535,32.704111,other_nrenew_cons,Derna, ,"Fossil fuel, under construction", ,1
376,590,0,0,13.117676,32.879587,other_nl, , ,Other or not listed, ,1
377,588,0,0,12.601318,32.805745,other_nl, , ,Other or not listed, ,1
378,874,0,0,11.78833,33.082337,other_nl,Abu Kamash, ,Other or not listed, ,1
379,868,0,0,11.206055,32.063956,other_nl,Rowss, ,Other or not listed, ,1
380,849,0,0,14.545898,32.500496,other_nl,Tripoli, ,Other or not listed, ,1
381,892,0,0,12.799072,32.648626,other_nl, , ,Other or not listed, ,1
382,842,0,0,13.205566,32.916485,other_nl_cons, , ,"Other or not listed, under construction", ,1
383,756,0,0,11.052246,33.550551,other_nl,Zarzis, ,Other or not listed, ,1
885,3222,157,,6.64672900000001,59.601095,hydro_pure_storage,Hylen, ,Hydro pure storage,,1
886,3144,170,,6.64672900000001,59.461826,hydro_mixed,Saurdal, ,Hydro mixed pump storage,,1
384,756,0,0,11.074219,33.422272,other_nl,Zarzis, ,Other or not listed, ,1
887,3146,1240,,6.99829100000001,59.523176,hydro_pure_storage,Kvilldal, ,Hydro pure storage,,1
888,3159,50,,7.119141,59.108308,hydro_pure_storage,Roskrepp, ,Hydro pure storage,,1
889,3160,200,,6.888428,59.108308,hydro_mixed,Duge, ,Hydro mixed pump storage,,1
890,3161,110,,6.70165999999999,59.068802,hydro_pure_storage,Tjodan, ,Hydro pure storage,,1
891,3162,120,,6.888428,58.898971,hydro_pure_storage,Tjørhom, ,Hydro pure storage,,1
892,3163,80,,7.119141,58.995311,hydro_pure_storage,Kvinen, ,Hydro pure storage,,1
893,3164,200,,7.119141,58.842175,hydro_pure_storage,Solhom, ,Hydro pure storage,,1
894,3165,960,,6.82251000000001,58.659799,hydro_pure_storage,Tonstad, ,Hydro pure storage,,1
895,3166,160,,6.74560499999999,59.872398,hydro_pure_storage,Røldal, ,Hydro pure storage,,1
896,3167,40,,6.96533199999999,59.839295,hydro_pure_storage,Novle, ,Hydro pure storage,,1
385,805,0,0,10.975342,33.413102,other_nl,Zarzis, ,Other or not listed, ,1
897,3168,40,,7.08618200000001,59.778522,hydro_pure_storage,Kvanndal, ,Hydro pure storage,,1
386,807,0,0,10.777588,33.815666,other_nl,Robbana, ,Other or not listed, ,1
898,3169,60,,7.338867,59.80616,hydro_pure_storage,Kjela, ,Hydro pure storage,,1
387,823,0,0,10.524902,34.840859,other_nl,Sfax Sud, ,Other or not listed, ,1
899,3170,-1,,6.899414,59.712097,hydro_pure_storage,Ulla-Førre, ,Hydro pure storage,,1
388,809,0,0,10.447998,34.840859,other_nl,Sfax Sud, ,Other or not listed, ,1
900,3172,142,,6.55883800000001,58.372918,hydro_pure_storage,Ana-Sira, ,Hydro pure storage,,1
389,823,0,0,10.623779,34.894942,other_nl,Sfax Sud, ,Other or not listed, ,1
901,3179,300,,7.558594,59.136499,hydro_pure_storage,Brokke, ,Hydro pure storage,,1
390,821,0,0,10.678711,34.966999,other_nl,Sidi Mansour, ,Other or not listed, ,1
902,3179,56,,7.72338899999999,58.972667,hydro_pure_storage,Hekni, ,Hydro pure storage,,1
391,821,0,0,10.656738,35.029996,other_nl,Sidi Mansour, ,Other or not listed, ,1
903,3179,55,,8.22876,58.944341,hydro_pure_storage,Jørundland, ,Hydro pure storage,,1
392,787,0,0,9.492188,33.934245,other_nl,Bouchemma, ,Other or not listed, ,1
904,3179,108,,8.096924,59.097025,hydro_pure_storage,Finndøla, ,Hydro pure storage,,1
393,787,0,0,9.591064,33.934245,other_nl,Bouchemma, ,Other or not listed, ,1
905,3184,50,,8.448486,59.192812,hydro_pure_storage,Fjone, ,Hydro pure storage,,1
394,760,0,0,10.041504,33.998027,other_nl,Ghannouch, ,Other or not listed, ,1
906,3181,120,,7.76733399999999,59.778522,hydro_pure_storage,Songa, ,Hydro pure storage,,1
395,760,0,0,10.030518,34.034453,other_nl,Ghannouch, ,Other or not listed, ,1
907,3182,300,,7.822266,59.634435,hydro_pure_storage,Vinje, ,Hydro pure storage,,1
396,760,0,0,10.118408,33.888658,other_nl,Ghannouch, ,Other or not listed, ,1
908,3183,430,,7.89916999999999,59.456243,hydro_pure_storage,Tokke, ,Hydro pure storage,,1
397,1126,1180,,-8.69018599999999,37.848833,fossil_coal_hard,Sines, ,Hard coal,,1
909,3184,110,,8.87695299999999,59.422728,hydro_pure_storage,Sundsbarm, ,Hydro pure storage,,1
398,772,0,0,10.689697,35.826721,other_nl,Sousse, ,Other or not listed, ,1
910,3185,204,,8.525391,59.910976,hydro_pure_storage,Vemork, ,Hydro pure storage,,1
399,772,0,0,10.634766,35.880149,other_nl,Sousse, ,Other or not listed, ,1
911,3186,189,,8.756104,59.916483,hydro_pure_storage,Såheim, ,Hydro pure storage,,1
400,774,0,0,10.59082,35.924645,other_nl,Sousse, ,Other or not listed, ,1
912,3193,328,,7.45971699999999,59.478569,hydro_pure_storage,Holen, ,Hydro pure storage,,1
401,1127,0,0,10.184326,37.081476,other_nl,Goulette, ,Other or not listed, ,1
913,3199,140,,9.33837900000001,61.475514,hydro_pure_storage,Øvre Vinstra, ,Hydro pure storage,,1
402,810,0,0,10.568848,36.853252,other_nl, , ,Other or not listed, ,1
914,3200,92,,10.129395,61.527933,hydro_pure_storage,Harpefossen, ,Hydro pure storage,,1
403,840,0,0,10.294189,36.879621,other_nl, , ,Other or not listed, ,1
915,3201,308,,9.821777,61.580264,hydro_pure_storage,Nedre Vinstra, ,Hydro pure storage,,1
