ID,STATION_ID,CATEGORY,LONGITUDE,LATITUDE,MB_SYMBOL,NAME_ENG,NAME_NAT,SYMBOL,TSO,VISIBLE,VOLTAGE
1365,1652,0,2.966309,34.052659,substation,Laghouat 400, ,Substation, ,1,380
553,806,0,31.289062,22.745789,substation,Toskat North West, ,Substation, ,1,220
282,357,,2.340088,42.024814,substation,Vic, ,Substation,,1,220
283,357,,2.340088,42.024814,substation,Vic, ,Substation,,1,380
1366,1653,,-0.878905999999996,37.996163,substation_cons,Balsicas, ,"Substation, under construction",,1,380
554,807,0,31.431885,23.089838,substation,local, ,Substation, ,1,220
1367,1654,,-0.681152000000009,38.091337,substation_cons,Torrevieja, ,"Substation, under construction",,1,220
284,358,,2.208252,41.8941,substation,Centelles, ,Substation,,1,220
555,808,0,34.771729,29.430029,substation,Taba South West, ,Substation, ,1,220
1368,1655,,-0.736083999999991,38.22955,substation_cons,Saladas, ,"Substation, under construction",,1,220
556,809,0,32.541504,26.194877,substation,Awlad Amr South West, ,Substation, ,1,220
285,359,,2.438965,41.853196,substation,S. Celoni, ,Substation,,1,220
1369,1656,,3.85620100000001,39.935013,substation,Ciudadela, ,Substation,,1,132
557,810,0,20.115967,30.958769,substation,Qaryat PP, ,Substation, ,1,220
1370,1657,,26.553955,40.354917,substation,Sütlüce, ,Substation,,1,380
286,360,,2.85644499999999,41.902277,substation,Bescano, ,Substation,,1,380
1371,1658,,26.564941,38.453589,wind,Çeşme RES, ,Wind farm,,1,380
287,361,,3.098145,42.000325,substation,Juia, ,Substation,,1,220
558,811,0,16.051025,29.305561,substation,Hun North East, ,Substation, ,1,220
1372,1660,,30.498047,39.325799,substation,Eskişehir 3, ,Substation,,1,380
288,362,,-0.351561999999997,39.470125,substation,F. S. Luis, ,Substation,,1,220
559,812,0,25.037842,31.597253,substation,Local, ,Substation, ,1,220
1373,1661,,37.628174,40.921814,substation,Ordu, ,Substation,,1,380
560,813,0,24.136963,31.961484,substation,Local, ,Substation, ,1,220
289,363,,0.867919999999991,41.409776,substation,Montblanc, ,Substation,,1,220
1374,1662,,41.066895,40.472024,substation,Y. Tortum, ,Substation,,1,380
1375,1664,1,24.532471,38.013476,substation,Livadi, ,Substation,,-1,132
290,365,,-0.90087900000001,41.442726,substation,Maria de Huerva, ,Substation,,1,220
561,814,0,22.587891,32.778038,substation,Darna, ,Substation, ,1,220
1376,1665,1,24.884033,37.796763,substation,Andros, ,Substation,,-1,132
291,366,,-1.010742,41.343825,substation,Los Vientos, ,Substation,,1,220
562,815,0,20.083008,31.886887,substation,Bangazi West, ,Substation, ,1,220
1377,1666,1,24.927979,37.448697,substation_cons,Syros, ,"Substation, under construction",,-1,132
292,368,,-1.010742,37.596824,substation,Escombreras, ,Substation,,1,220
293,368,,-1.010742,37.596824,substation,Escombreras, ,Substation,,1,380
1378,1667,1,25.356445,37.448697,substation_cons,Mykonos, ,"Substation, under construction",,-1,132
563,816,0,20.22583,32.119801,substation,Al Mhayshi, ,Substation, ,1,220
1379,1668,1,25.213623,37.099003,substation_cons,Paros, ,"Substation, under construction",,-1,132
564,817,0,10.371094,30.240086,substation,Daradsch, ,Substation, ,1,220
1380,1673,0,-0.90087900000001,35.684072,substation,Ain El Kerma, ,Substation, ,1,220
294,369,,-0.450439000000003,38.376115,substation,El Palmeral, ,Substation,,1,220
565,818,0,10.601807,31.212801,substation, , ,Substation, ,1,220
1515,1837,,-8.393555,41.112469,substation,Recarei, ,Substation,,1,220
1516,1837,,-8.393555,41.112469,substation,Recarei, ,Substation,,1,380
295,370,,-0.329590000000012,40.555548,substation,Morella, ,Substation,,1,380
566,819,0,10.931396,31.746854,substation,Al Khirabh, ,Substation, ,1,220
1381,1674,0,-0.681152000000009,35.639441,substation,Petit Lac, ,Substation, ,1,220
296,371,,-0.714111000000002,40.722283,substation,Mezquita, ,Substation,,1,220
297,371,,-0.714111000000002,40.722283,substation,Mezquita, ,Substation,,1,380
567,820,0,13.414307,30.401307,substation,Al Qaryah al Gharbiyah, ,Substation, ,1,220
1382,1675,0,-0.626221000000005,35.710838,substation,Oran West, ,Substation, ,1,220
6734,7575,,24.3352248428742,41.7630905719123,,,,joint,,,220
568,821,0,13.282471,30.42973,substation,Tabaqah West, ,Substation, ,1,220
1383,1676,0,-0.472411999999992,35.773258,substation,El Yasmine 2, ,Substation, ,1,220
569,822,0,12.788086,31.316101,substation,Fassano South East, ,Substation, ,1,220
1384,1677,0,-0.966796999999997,35.415915,substation,El Maleh, ,Substation, ,1,220
298,372,,-1.04370099999999,41.186922,substation,Fuendetodos, ,Substation,,1,220
299,372,,-1.04370099999999,41.186922,substation,Fuendetodos, ,Substation,,1,380
1385,1678,0,-0.845947000000002,35.254591,substation,Ain Temouchent 3, ,Substation, ,1,220
570,823,0,16.12793,29.152161,substation,Waddan, ,Substation, ,1,220
1386,1679,0,-0.351561999999997,35.128894,substation,Sidi Bel Abes, ,Substation, ,1,220
571,824,0,17.53418,28.565225,substation,Zillah, ,Substation, ,1,220
300,373,,-0.78002899999999,41.385052,substation,El Ventero, ,Substation,,1,220
1387,1680,0,-0.0988770000000062,35.173808,substation,Bouhnifia 2, ,Substation, ,1,220
572,825,0,15.194092,32.305706,substation,Misrata East 1, ,Substation, ,1,220
1388,1681,0,-0.76904300000001,35.621582,substation,Messerghine, ,Substation, ,1,220
301,374,,-0.0439449999999986,41.664705,substation,Peñalba, ,Substation,,1,380
1389,1682,0,-0.395507999999999,35.871247,fossil_mixed,Kahrama, ,Mixed fuels, ,1,220
573,826,0,15.062256,32.314991,substation,Misrata, ,Substation, ,1,220
302,377,,1.31835899999999,38.976492,substation,San Antonio, ,Substation,,1,132
1390,1683,0,-0.340575999999992,35.835628,fossil_mixed,Marsat, ,Mixed fuels, ,1,220
574,827,0,15.303955,32.23139,substation,Misrata East 2, ,Substation, ,1,380
303,378,,3.88916,40.027614,substation,Ciudadela, ,Substation,,1,132
1391,1686,0,2.71362300000001,33.934245,substation,Laghouat 3, ,Substation, ,1,220
304,379,,-0.988770000000011,41.450961,substation,El Olivar, ,Substation,,1,220
1392,1687,0,3.16406199999999,34.288992,substation,El Assafia, ,Substation, ,1,220
575,828,0,21.621094,27.264396,substation,Al Khuweimat, ,Substation, ,1,132
1393,1689,0,5.51513699999999,31.914868,substation,Ouargla 2, ,Substation, ,1,220
305,380,,-0.758057000000005,41.50035,substation,Ave Zaragoza, ,Substation,,1,220
576,829,0,23.291016,24.126702,substation,Kufra 2, ,Substation, ,1,132
1394,1690,0,5.46020499999999,32.082575,substation,Said Otba, ,Substation, ,1,220
306,381,,0.329590000000012,41.869561,substation,Cinca, ,Substation,,1,220
577,830,0,10.843506,32.008076,substation,Ghezaia, ,Substation, ,1,132
1395,1693,0,6.196289,32.481963,substation,Inj El Hadjira, ,Substation, ,1,220
307,382,,2.85644499999999,41.771312,substation_cons,Riudarenes, ,"Substation, under construction",,1,380
1396,1694,0,5.80078100000001,32.379961,substation,El Hadjira, ,Substation, ,1,220
578,831,0,11.678467,31.980123,substation,Al Jawsh, ,Substation, ,1,220
308,383,,1.17553699999999,41.087632,substation,Foix, ,Substation,,1,220
1397,1696,0,6.811523,33.449777,substation,El Oued 2, ,Substation, ,1,220
309,385,,0.966796999999997,41.170384,substation,Castellet, ,Substation,,1,220
1398,1697,0,6.04247999999999,33.26625,substation,Touggourt 400, ,Substation, ,1,220
1399,1697,0,6.04247999999999,33.26625,substation,Touggourt 400, ,Substation, ,1,380
579,832,0,11.447754,31.774878,substation,Al Harabah West, ,Substation, ,1,132
310,387,,-0.955810999999992,41.104191,substation,Muniesa, ,Substation,,1,380
580,833,0,12.700195,31.980123,substation,El Gawalesh East, ,Substation, ,1,220
1400,1698,0,6.97631799999999,33.220308,substation,Nakhla, ,Substation, ,1,220
311,388,,0.0219729999999886,40.296287,substation,Benadresa, ,Substation,,1,220
581,834,0,14.315186,26.480407,substation,Ghadduwah, ,Substation, ,1,220
312,392,,-1.04370099999999,39.010648,substation,Ayora, ,Substation,,1,380
1401,1699,0,6.635742,33.431441,substation,El Oued 400, ,Substation, ,1,220
1402,1699,0,6.635742,33.431441,substation,El Oued 400, ,Substation, ,1,380
313,394,,-0.0329589999999936,38.719805,substation,Montebello, ,Substation,,1,220
582,835,0,14.512939,27.039557,substation,Sabha East, ,Substation, ,1,220
1403,1700,0,6.899414,33.696923,substation,Reguiba, ,Substation, ,1,220
314,395,,-0.812988000000009,38.530979,substation,Novelda, ,Substation,,1,220
1404,1701,0,7.00927699999999,33.614619,substation,Debila, ,Substation, ,1,220
6742,7583,,20.192871,42.032974,,,,joint,,,220
315,396,,-0.736083999999991,38.307181,substation,Elche Sur, ,Substation,,1,220
1405,1702,0,7.207031,33.879537,substation,Taleb Larbi, ,Substation, ,1,220
583,836,0,14.633789,27.205786,substation,Tamanhint, ,Substation, ,1,220
316,397,,-1.19751,37.918201,substation,El Palmar, ,Substation,,1,220
317,397,,-1.19751,37.918201,substation,El Palmar, ,Substation,,1,380
1406,1703,0,5.614014,34.578952,substation,Oumache, ,Substation, ,1,380
584,837,0,14.348145,27.176469,substation,Sabha North, ,Substation, ,1,220
1407,1704,0,5.80078100000001,34.234512,substation,M'Ghaier, ,Substation, ,1,220
1408,1705,0,5.08667,34.849875,substation,Tolga 400, ,Substation, ,1,220
1409,1705,0,5.08667,34.849875,substation,Tolga 400, ,Substation, ,1,380
585,838,0,13.359375,26.549223,substation,Al Quaraya, ,Substation, ,1,220
318,399,,2.53784200000001,39.53794,substation,Santa Ponsa, ,Substation,,1,132
319,399,,2.53784200000001,39.53794,substation,Santa Ponsa, ,Substation,,1,220
586,839,0,14.18335,31.746854,substation,Bani Walid South East, ,Substation, ,1,220
1410,1706,0,4.92187500000001,34.687428,substation,El Ghrous, ,Substation, ,1,220
587,840,0,12.062988,32.778038,substation,Agelat, ,Substation, ,1,220
1411,1707,0,4.93286099999999,34.506557,substation,O Djellal, ,Substation, ,1,220
320,400,,-0.834960999999997,41.95949,substation,Rio Gállego, ,Substation,,1,220
1412,1708,0,5.921631,34.894942,substation,Biskra 2, ,Substation, ,1,220
588,841,0,12.678223,32.787275,substation,Al Harsha, ,Substation, ,1,220
321,401,,-0.659179999999999,41.943149,substation,Tardienta, ,Substation,,1,220
1413,1709,0,5.63598600000001,34.903953,substation,Chetma, ,Substation, ,1,220
322,402,,0.51635699999999,41.492121,substation,Torres del Segre, ,Substation,,1,220
1414,1710,0,5.438232,34.759666,substation,El Hadjeb, ,Substation, ,1,220
589,842,0,13.106689,32.713355,substation,Swani, ,Substation, ,1,220
323,403,,0.791015999999999,41.409776,substation,La Espluga, ,Substation,,1,220
324,403,,0.791015999999999,41.409776,substation,La Espluga, ,Substation,,1,380
1415,1711,0,7.37182599999999,34.867905,substation,Negrine, ,Substation, ,1,220
590,843,0,13.07373,32.842674,substation,Ghot Alshal, ,Substation, ,1,220
1416,1712,0,6.38305700000001,35.424868,substation,Tazoult, ,Substation, ,1,220
591,844,0,13.491211,32.750323,substation,Ed Dachla, ,Substation, ,1,220
1417,1713,0,6.49292,35.371135,substation,Tazoult, ,Substation, ,1,220
1418,1713,0,6.49292,35.371135,substation,Tazoult, ,Substation, ,1,380
325,404,,-0.318604000000007,39.58029,substation_cons,Aqua, ,"Substation, under construction",,1,220
592,845,0,14.326172,32.62087,substation,Al-Chums, ,Substation, ,1,220
326,405,,-0.38452099999999,39.740986,substation,Gaussa, ,Substation,,1,380
1419,1714,0,6.756592,35.451721,substation,Kais, ,Substation, ,1,380
327,406,,-0.219727000000001,39.867588,substation,Sagunto, ,Substation,,1,220
1420,1717,0,7.36083999999999,35.85344,substation,Ain Beida, ,Substation, ,1,220
593,846,0,23.104248,32.537552,substation,Zawiyat, ,Substation, ,1,220
328,407,,-0.681152000000009,38.00482,substation,San Miguel, ,Substation,,1,220
1421,1719,0,8.184814,36.90598,fossil_mixed,Koudiet Eddraouch, ,Mixed fuels, ,1,380
594,847,0,14.787598,26.096255,substation,Umm Al Aranib, ,Substation, ,1,220
329,408,,-0.725098000000012,38.401949,substation,Saladas, ,Substation,,1,220
595,848,0,14.908447,25.878994,substation, , ,Substation, ,1,220
1422,1720,0,8.404541,36.826875,substation,Boutheldja, ,Substation, ,1,220
330,409,,-0.51635699999999,41.137296,substation_cons,Mudejar, ,"Substation, under construction",,1,380
596,849,0,14.567871,24.246965,substation,Tajarhi, ,Substation, ,1,220
1423,1721,0,7.470703,36.923548,substation,Berrahal, ,Substation, ,1,220
1424,1721,0,7.470703,36.923548,substation,Berrahal, ,Substation, ,1,380
331,412,,0.285644999999988,41.607228,substation,Albatarrec, ,Substation,,1,220
597,850,0,19.764404,28.912015,substation,Zelten, ,Substation, ,1,220
332,413,,0.670166000000004,41.508577,substation,Alcarrás, ,Substation,,1,220
1425,1722,0,7.53662100000001,36.800488,substation,Kherraza, ,Substation, ,1,220
598,851,0,19.819336,29.468297,substation, , ,Substation, ,1,220
333,415,,-0.802002000000004,39.993956,substation,Segorbe, ,Substation,,1,220
1426,1723,0,7.81127899999999,36.75649,substation,El Hadjar, ,Substation, ,1,220
599,853,0,5.28442399999999,35.85344,substation,Salah Bey, ,Substation, ,1,220
600,853,0,5.28442399999999,35.85344,substation,Salah Bey, ,Substation, ,1,380
334,416,,-0.51635699999999,40.027614,substation,Vall d'Uxo, ,Substation,,1,220
1427,1724,0,7.294922,36.483141,substation,Guelma, ,Substation, ,1,220
335,417,,0.703124999999998,40.78886,substation,Plana del Vent, ,Substation,,1,380
601,854,0,8.23974600000001,36.712467,substation,Chefia, ,Substation, ,1,220
602,854,0,8.23974600000001,36.712467,substation,Chefia, ,Substation, ,1,380
336,418,,-0.197754000000012,41.062786,substation,Castelnou, ,Substation,,1,380
1428,1725,0,7.77832,36.27085,substation,Souk Ahras, ,Substation, ,1,220
1429,1726,0,7.94311499999999,36.377068,substation,Souk Ahras 2, ,Substation, ,1,220
337,419,,-1.010742,38.608286,substation,Sax, ,Substation,,1,380
1430,1727,0,7.63549799999999,36.430122,substation,Nador, ,Substation, ,1,220
603,855,0,6.69067400000001,33.788279,substation,El Amiria, ,Substation, ,1,220
338,420,,-1.26342799999999,38.848264,substation_cons,Campanario, ,"Substation, under construction",,1,380
1431,1728,0,7.14111300000001,36.888408,substation,PB 1, ,Substation, ,1,220
6743,7584,,-0.538330000000004,39.563353,,,,joint,,,220
339,421,,-0.263672,39.104489,substation,Valldigna, ,Substation,,1,220
1432,1729,0,6.39404299999999,36.853252,substation,El Milia, ,Substation, ,1,220
1433,1729,0,6.39404299999999,36.853252,substation,El Milia, ,Substation, ,1,380
604,856,0,6.21826199999999,33.137551,substation,Touggourt 2, ,Substation, ,1,220
340,422,,-0.153808999999988,38.950865,substation,Gandia, ,Substation,,1,220
605,857,0,0.142822000000005,35.398006,substation,Mascara, ,Substation, ,1,220
341,423,,-0.758057000000005,37.952861,substation,Campoamor, ,Substation,,1,220
606,858,0,-0.505371000000011,32.898038,substation,Naama, ,Substation, ,1,220
342,426,,-0.63720700000001,39.504041,substation,Aldaya, ,Substation,,1,220
607,859,0,5.24047899999999,34.732584,substation,Tolga, ,Substation, ,1,220
343,427,,-0.472411999999992,39.597223,substation,Beniferri, ,Substation,,1,220
344,428,,-0.131836,39.816975,substation,Sidmed, ,Substation,,1,220
345,429,,2.76855499999999,39.529467,substation,Cas Tresorer, ,Substation,,1,220
346,437,,27.443848,39.113014,fossil_brown_lignite,Soma B, ,Brown coal/Lignite,,1,380
347,440,,27.861328,37.212832,fossil_brown_lignite,Yenikoy, ,Brown coal/Lignite,,1,380
348,441,,28.179932,37.274053,fossil_brown_lignite,Yatağan, ,Brown coal/Lignite,,1,380
608,860,0,7.04223600000001,36.862043,substation,PB 1, ,Substation, ,1,220
349,442,,27.553711,38.255436,substation,Işiklar, ,Substation,,1,380
350,443,,28.78418,40.229218,substation,B. Sanayi, ,Substation,,1,380
351,444,,30.992432,40.996484,substation,Osmanca, ,Substation,,1,380
352,445,,27.817383,39.622615,substation,Balikesir II, ,Substation,,1,380
353,446,,27.312012,40.371659,substation,Karabiga, ,Substation,,1,380
609,861,0,7.437744,35.648369,substation,F'Kirina, ,Substation, ,1,220
610,861,0,7.437744,35.648369,substation,F'Kirina, ,Substation, ,1,380
354,447,,27.070312,38.728376,substation,Aliağa 2, ,Substation,,1,380
355,448,,26.982422,38.281313,substation,Uzundere, ,Substation,,1,380
611,862,0,6.95434600000001,36.721274,substation,Ramdane Djamel, ,Substation, ,1,220
612,862,0,6.95434600000001,36.721274,substation,Ramdane Djamel, ,Substation, ,1,380
356,449,,29.245605,37.744657,substation,Denizli, ,Substation,,1,380
357,450,,31.530762,37.483577,substation,Seydisehir, ,Substation,,1,380
613,863,0,6.020508,35.862344,substation,Ain Djasser, ,Substation, ,1,220
358,451,,30.311279,38.925229,fossil_brown_lignite,Seyitömer-B, ,Brown coal/Lignite,,1,380
359,452,,27.872314,41.021355,fossil_coal_gas,Unimar, ,Fossil gas,,1,380
614,864,0,41.055908,36.368222,substation,Al Hawl, ,Substation, ,1,220
360,454,,26.894531,41.574361,substation,Babaeski, ,Substation,,1,380
615,865,0,40.803223,36.712467,substation,Al Hasakah North, ,Substation, ,1,220
361,455,,29.212646,41.054502,substation,Ûmraniye, ,Substation,,1,380
616,866,0,40.935059,37.081476,substation,Amude, ,Substation, ,1,220
362,456,,29.256592,41.14557,substation,Paşaköy, ,Substation,,1,380
617,867,0,40.6604,37.063944,substation,Darbasiyah, ,Substation, ,1,220
363,457,,29.443359,40.921814,substation,Tepeören, ,Substation,,1,380
618,868,0,40.078125,36.853252,substation,Ras Al Ayn, ,Substation, ,1,220
364,458,,31.519775,41.261291,fossil_coal_hard,Ereğli TES, ,Hard coal,,1,380
619,869,0,40.583496,36.553775,substation,Al Hasakah West, ,Substation, ,1,220
365,459,,29.124756,40.245992,fossil_coal_gas,Bursa, ,Fossil gas,,1,380
620,870,0,40.671387,36.738884,substation,Safa NW, ,Substation, ,1,220
366,460,,31.212158,36.985003,hydro_pure_storage,Oymapinar, ,Hydro pure storage,,1,380
367,461,,30.629883,36.993778,substation,Varsak, ,Substation,,1,380
621,871,0,39.891357,36.5626,substation, , ,Substation, ,1,220
368,462,,32.453613,38.134557,substation,Konya, ,Substation,,1,380
622,872,0,38.748779,34.533712,substation,T3, ,Substation, ,1,220
369,463,,31.970215,39.656456,substation,Sincan, ,Substation,,1,380
623,873,0,38.847656,34.867905,substation,As Suknah, ,Substation, ,1,380
624,874,0,36.112061,33.541395,substation,Dimas, ,Substation, ,1,220
625,874,0,36.112061,33.541395,substation,Dimas, ,Substation, ,1,380
370,464,,31.981201,39.334297,substation,Temelli, ,Substation,,1,380
6744,7585,,-1.40684120683112,32.2028618117714,,,,joint,,,132
371,465,,30.498047,38.427774,substation,Kocatepe, ,Substation,,1,380
372,466,,33.815918,40.430224,substation,Çankırı, ,Substation,,1,380
626,875,0,36.309814,32.556074,substation,Al Musayfrah, ,Substation, ,1,220
627,876,0,36.44165,32.519026,substation,Miarbah, ,Substation, ,1,220
628,877,0,36.243896,32.750323,substation,Al Hrak, ,Substation, ,1,220
629,878,0,37.045898,36.129002,substation,Asad, ,Substation, ,1,220
373,467,,36.068115,40.530502,substation,Kayabaşı, ,Substation,,1,380
630,879,0,36.705322,34.786739,substation,Ter Maela, ,Substation, ,1,220
631,880,0,36.760254,34.533712,substation,Jandar NW, ,Substation, ,1,220
632,881,0,36.584473,34.488448,substation,Al Qusayr, ,Substation, ,1,220
633,882,0,40.264893,35.308401,substation,Deir Alzoor 2, ,Substation, ,1,220
374,468,,35.804443,41.418015,hydro_pure_storage,Altinkaya Sant, ,Hydro pure storage,,1,380
634,883,0,36.68335,32.87036,substation,Shahba, ,Substation, ,1,220
375,471,,35.69458,36.800488,fossil_coal_hard,Sügozü TES, ,Hard coal,,1,380
635,884,0,37.155762,36.129002,substation,D, ,Substation, ,1,220
376,472,,36.101074,37.134045,substation,Erzin, ,Substation,,1,380
636,885,0,36.672363,33.952474,substation,Yabroud, ,Substation, ,1,220
377,473,,36.375732,37.614231,substation,Andirin, ,Substation,,1,380
637,886,0,36.287842,33.486435,substation,Sharki, ,Substation, ,1,220
6735,7576,,20.1150634449749,42.0333717010962,,,,joint,,,220
6736,7577,,-1.41088490928024,41.7271179884536,,,,joint,,,220
378,474,,37.144775,37.186579,substation,G.Andep II, ,Substation,,1,380
379,475,,38.419189,37.692514,hydro_pure_storage,Ataturk Sant, ,Hydro pure storage,,1,380
638,887,0,8.756104,36.949892,substation,Tabarca, ,Substation, ,1,132
380,476,,35.375977,37.230328,substation,Adana, ,Substation,,1,380
639,888,0,-1.30737299999999,34.741612,substation,Tlemcen, ,Substation, ,1,220
381,479,,39.429932,38.556757,hydro_pure_storage,Karakaya, ,Hydro pure storage,,1,380
640,889,0,40.803223,36.253133,substation, , ,Substation, ,1,220
382,480,,39.902344,39.223743,hydro_ror,Özlüce, ,Hydro run of river & pondage,,1,380
641,890,0,-0.571288999999998,35.200745,substation,Sidi Bel Abes 2, ,Substation, ,1,220
383,482,,40.45166,37.169072,substation,Kiziltepe, ,Substation,,1,380
642,891,0,-0.90087900000001,35.092945,substation,Sidi Ali Boussidi, ,Substation, ,1,220
643,891,0,-0.90087900000001,35.092945,substation,Sidi Ali Boussidi, ,Substation, ,1,380
384,483,,40.03418,38.298559,substation,D. Bakir III, ,Substation,,1,380
385,484,,37.803955,39.427707,fossil_brown_lignite,Kangal Sant., ,Brown coal/Lignite,,1,380
386,485,,40.814209,39.690281,substation,Erzurum, ,Substation,,1,380
644,892,0,-0.439452999999998,35.675147,substation,Hassi Ameur, ,Substation, ,1,220
645,892,0,-0.439452999999998,35.675147,substation,Hassi Ameur, ,Substation, ,1,380
387,486,,43.121338,40.78886,substation,Kars, ,Substation,,1,380
388,487,,41.934814,41.228249,hydro_pure_storage,Deriner, ,Hydro pure storage,,1,380
6745,7586,,40.8020985979818,36.7037532561301,,,,joint,,,220
389,488,,39.342041,41.021355,substation,Tirebolu N., ,Substation,,1,380
390,489,,37.023926,41.037931,substation,Carsamba, ,Substation,,1,380
646,893,0,4.40551799999999,36.518466,substation,Akbou, ,Substation, ,1,220
391,490,,37.023926,40.880295,hydro_pure_storage,H.Ugurlu, ,Hydro pure storage,,1,380
647,894,0,7.70141600000001,36.93233,substation,Bouguentas, ,Substation, ,1,220
392,491,,42.626953,40.086477,substation,Horasan, ,Substation,,1,380
648,895,0,6.82251000000001,36.800488,substation,Skikda, ,Substation, ,1,220
393,492,,26.51001,38.548165,wind,Lodos RES, ,Wind farm,,1,380
649,896,0,6.888428,36.870832,fossil_mixed,SKS, ,Mixed fuels, ,1,380
394,494,,34.112549,38.61687,substation,Yeşilhisar, ,Substation,,1,380
650,897,0,-0.395507999999999,35.532226,substation,Zahana, ,Substation, ,1,220
651,898,0,5.94360399999999,36.782892,substation,Jijel, ,Substation, ,1,220
395,495,,36.947021,38.642618,fossil_brown_lignite,Elbistan-A, ,Brown coal/Lignite,,1,380
652,899,0,7.17407200000001,35.46067,substation,Khenchela, ,Substation, ,1,220
396,496,,37.078857,39.876019,substation,Deçeko, ,Substation,,1,380
653,900,0,4.65820300000001,36.686041,substation,El Kseur, ,Substation, ,1,220
397,497,,42.099609,37.457418,substation,Cizre, ,Substation,,1,380
654,901,0,6.51489300000001,36.049099,substation,Ain M'lila, ,Substation, ,1,220
398,498,,28.751221,41.178654,substation,Habibler, ,Substation,,1,380
655,902,0,-0.362549000000006,33.26625,substation,Naama 400, ,Substation, ,1,220
656,902,0,-0.362549000000006,33.26625,substation,Naama 400, ,Substation, ,1,380
399,499,,28.751221,41.079351,substation,Ikitelli, ,Substation,,1,380
400,500,,28.959961,41.162114,substation,Alibeyköy, ,Substation,,1,380
657,903,0,5.251465,36.359375,substation,Système Ouest, ,Substation, ,1,220
401,501,,27.004395,39.97712,fossil_brown_lignite,Can, ,Brown coal/Lignite,,1,380
658,904,0,4.735107,36.066862,substation,Bourdj Bou Arréridj, ,Substation, ,1,220
402,502,,31.080322,39.715638,hydro_pure_storage,Gokçekaya, ,Hydro pure storage,,1,380
403,503,,30.476074,40.555548,substation,Akyazi Sant, ,Substation,,1,380
659,905,0,5.47119099999999,36.182225,substation,El Hassi, ,Substation, ,1,220
404,504,,30.476074,40.880295,fossil_coal_gas,Adapazari 1 DGKCS, ,Fossil gas,,1,380
660,906,0,4.48242200000001,35.701917,substation,M´Sila, ,Substation, ,1,220
661,906,0,4.48242200000001,35.701917,substation,M´Sila, ,Substation, ,1,380
405,505,,30.618896,40.896906,fossil_coal_gas,Adapazari 2 DGKCS, ,Fossil gas,,1,380
406,506,,31.47583,39.926588,fossil_brown_lignite,Cayirhan, ,Brown coal/Lignite,,1,380
407,507,,32.805176,36.465472,substation,Ermenek Sant, ,Substation,,1,380
662,907,0,4.108887,35.164828,substation,El Hamel, ,Substation, ,1,220
408,508,,36.265869,36.81808,substation,Isdemir, ,Substation,,1,380
663,908,0,2.94433599999999,35.46067,substation,Ain Oussera, ,Substation, ,1,220
409,509,,35.870361,36.315125,substation,Antakya, ,Substation,,1,380
410,511,,36.265869,37.848833,substation,Kisik, ,Substation,,1,380
664,909,0,1.768799,36.279707,substation,Kherba, ,Substation, ,1,220
411,512,,34.189453,39.00211,substation,Urgtp, ,Substation,,1,380
665,910,0,0.142822000000005,34.912962,substation,Saida, ,Substation, ,1,220
412,513,,34.991455,39.27479,substation,Kayseri Kap., ,Substation,,1,380
666,911,0,6.17431599999999,35.56798,substation,Batna, ,Substation, ,1,220
413,516,,40.748291,38.134557,substation,Batman, ,Substation,,1,380
667,912,0,5.14160200000001,35.380093,substation,Barika, ,Substation, ,1,220
668,912,0,5.14160200000001,35.380093,substation,Barika, ,Substation, ,1,380
414,517,,39.100342,37.081476,hydro_pure_storage,Ş.Urfa, ,Hydro pure storage,,1,380
415,519,,27.608643,39.155622,wind,Soma RES, ,Wind farm,,1,380
416,521,,27.279053,38.754083,fossil_coal_gas,Izmir DGKCS, ,Fossil gas,,1,380
669,913,0,2.81249999999999,36.597889,substation,Dely Brahim 2, ,Substation, ,1,220
417,523,,29.212646,39.27479,substation,Tuncbilek, ,Substation,,1,380
670,914,0,2.076416,36.571424,substation,Cherchell, ,Substation, ,1,220
418,528,,34.705811,36.949892,substation,Mersin, ,Substation,,1,380
419,530,,41.264648,37.735969,substation,Ilisu Sant, ,Substation,,1,380
420,533,,32.310791,39.614152,substation,Gölbaşı, ,Substation,,1,380
671,915,0,1.19751,36.084621,substation,Oued Sly, ,Substation, ,1,220
421,535,,34.793701,41.186922,substation,Boyabat Sant, ,Substation,,1,380
422,542,,30.19043,40.805494,substation,Adapazari, ,Substation,,1,380
672,916,0,3.19702100000001,34.75064,substation,Djelfa, ,Substation, ,1,220
423,543,,29.069824,41.153842,substation,Zekeriyaköy, ,Substation,,1,380
673,917,0,1.955566,36.261992,substation,El Khemis, ,Substation, ,1,220
424,544,,28.981934,41.079351,substation,Yildiztepe, ,Substation,,1,380
425,545,,29.465332,37.900865,substation_cons,RWE Denizli DGKCS, ,"Substation, under construction",,1,380
674,918,0,3.54858400000001,32.324276,substation,Ghardaia  2, ,Substation, ,1,220
426,548,,36.815186,38.539573,substation,Elbistan, ,Substation,,1,380
675,919,0,5.46020499999999,34.948991,substation,Biskra, ,Substation, ,1,220
427,549,,39.133301,38.985033,substation,Keban, ,Substation,,1,380
676,920,0,3.68042000000001,32.509762,substation,Ghardaia 3, ,Substation, ,1,220
428,550,,39.232178,39.690281,substation_cons,Bagistas HES, ,"Substation, under construction",,1,380
677,921,0,3.47167999999999,32.472695,substation,Ghardaia, ,Substation, ,1,220
429,551,,32.629395,39.791655,substation_cons,Kayaş, ,"Substation, under construction",,1,380
